id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
7747864,Sat Sep 02 2017 09:26:29 GMT+0930 (GMT+9:30),2017-09-02,2017-09-01 23:56:29 UTC,Adelaide,125670,andrewtrevor-jones,2017-09-02 12:08:29 UTC,2022-01-20 06:05:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7747864,https://static.inaturalist.org/photos/10171788/medium.jpg,,"",,4,0,false,3,"South Australia, AU",-35.5195763506,138.7529856149,,"Bluff Reserve, Encounter Bay, SA, AU",-35.58851667,138.60481333,28677,,obscured,true,,,,Victor Harbor,South Australia,Australia,South Australia,Victor Harbor,Leafy Seadragon,Phycodurus eques,Leafy Seadragon,Actinopterygii,49105
7770491,Sat Sep 02 2017 08:21:04 GMT+0930 (GMT+9:30),2017-09-02,2017-09-01 22:51:04 UTC,Adelaide,125670,andrewtrevor-jones,2017-09-04 00:55:21 UTC,2022-01-20 06:05:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7770491,https://static.inaturalist.org/photos/10208431/medium.jpg,,"",This is a smaller individual than the one I uploaded yesterday. It is also missing the end of its tail.,5,0,false,3,"South Australia, AU",-35.4095327028,138.7828841933,,"Bluff Reserve, Encounter Bay, SA, AU",-35.58851667,138.60481333,28677,,obscured,true,,,,Victor Harbor,South Australia,Australia,South Australia,Victor Harbor,Leafy Seadragon,Phycodurus eques,Leafy Seadragon,Actinopterygii,49105
